`,index,obs_1,obs_2,obs_3,obs_4,obs_5,action_1,action_2,action_3,reward
201,0,-0.478165001,-0.400000006,-0.457780242,-0.484758765,-0.371386677,-0.185140565,0.5192895531654358,-0.152516738,0.8118497729301453
202,0,-0.478350133,-0.400000006,-0.458657444,-0.47065869,-0.369208902,-0.197410852,0.4737528562545776,-0.186186001,1.1898678541183472
203,0,-0.478547543,-0.400000006,-0.459728301,-0.482417673,-0.371733785,-0.195849881,0.5060977339744568,-0.177786335,1.0457570552825928
204,0,-0.478743404,-0.400000006,-0.460750848,-0.477747887,-0.37133199,-0.180988923,0.6092504858970642,-0.127682865,1.1718156337738037
205,0,-0.478924394,-0.400000006,-0.461485237,-0.481825769,-0.37170431,-0.162135646,0.7052509188652039,-0.086251974,1.0099653005599976
206,0,-0.479086518,-0.400000006,-0.461981297,-0.47563985,-0.374076962,-0.139858857,0.7998626828193665,-0.044743836,0.9200419187545776
207,0,-0.479226381,-0.400000006,-0.46223864,-0.472393125,-0.374824822,-0.118905738,0.8793566823005676,-0.00389728,1.1164119243621826
208,0,-0.479345292,-0.400000006,-0.462261081,-0.478904665,-0.374927163,-0.109757379,0.9197121262550354,0.014008954167366,0.991630792617798
209,0,-0.479455054,-0.400000006,-0.462180495,-0.475565314,-0.372467101,-0.107034847,0.9331653714179992,0.0179729908704757,0.9407853484153748
210,0,-0.479562074,-0.400000006,-0.462077111,-0.473164231,-0.374585807,-0.10662882,0.9372747540473938,0.0196776986122131,1.134824514389038
211,0,-0.479668707,-0.400000006,-0.461963952,-0.479993105,-0.373503178,-0.113402516,0.9094485640525818,0.0031022727489471,0.8484998345375061
212,0,-0.479782104,-0.400000006,-0.4619461,-0.469563127,-0.376160592,-0.116162509,0.8983253836631775,-0.001446396,1.1253390312194824
213,0,-0.479898274,-0.400000006,-0.461954415,-0.479035109,-0.375428557,-0.124059021,0.8649924397468567,-0.019350827,1.100500226020813
214,0,-0.480022341,-0.400000006,-0.462065727,-0.477921247,-0.376286238,-0.134011433,0.8261056542396545,-0.041524768,0.7375529408454895
215,0,-0.480156332,-0.400000006,-0.462304562,-0.465702564,-0.376647651,-0.136215165,0.8183377385139465,-0.044637561,0.8833990097045898
216,0,-0.480292559,-0.400000006,-0.46256128,-0.470057964,-0.37816599,-0.137844175,0.8182513117790222,-0.047791541,1.1982381343841553
217,0,-0.480430394,-0.400000006,-0.462836146,-0.480569482,-0.378115356,-0.139868751,0.8146520256996155,-0.051368237,1.0234777927398682
218,0,-0.480570257,-0.400000006,-0.463131607,-0.474405795,-0.379130363,-0.136496454,0.8257929682731628,-0.042669982,1.1866724491119385
219,0,-0.480706751,-0.400000006,-0.463377029,-0.480568349,-0.376962245,-0.136956319,0.8324442505836487,-0.044561028,0.536605954170227
220,0,-0.480843723,-0.400000006,-0.463633329,-0.459404737,-0.375446379,-0.128529236,0.8635910153388977,-0.02718693,0.9729787111282348
221,0,-0.48097226,-0.400000006,-0.463789672,-0.473604739,-0.376483679,-0.124213904,0.8836560845375061,-0.021595657,0.6667203307151794
222,0,-0.481096476,-0.400000006,-0.463913888,-0.463171184,-0.377158523,-0.117355749,0.9046819806098938,-0.008866429,0.8872010111808777
223,0,-0.481213808,-0.400000006,-0.46396488,-0.469895661,-0.379033148,-0.110687181,0.9274032711982728,0.0024576485157012,1.2032842636108398
224,0,-0.481324494,-0.400000006,-0.463950753,-0.479886174,-0.380669892,-0.111207128,0.9296627640724182,-0.000159293,0.510881245136261
225,0,-0.481435716,-0.400000006,-0.463951677,-0.457618922,-0.378231406,-0.107351661,0.937038242816925,0.0078397393226623,1.1721656322479248
226,0,-0.481543064,-0.400000006,-0.463906586,-0.478539675,-0.381597519,-0.110597134,0.9291921257972716,0.0006524473428726,0.7956746816635132
227,0,-0.481653661,-0.400000006,-0.463902831,-0.466710508,-0.379435986,-0.1148507,0.9210150837898254,-0.008586615,1.0627497434616089
228,0,-0.481768519,-0.400000006,-0.463952214,-0.474727303,-0.382093072,-0.116496578,0.9173154234886168,-0.011481702,1.111120581626892
229,0,-0.481885016,-0.400000006,-0.464018255,-0.476923883,-0.380340397,-0.123416081,0.9043155312538148,-0.026559353,0.8285696506500244
230,0,-0.482008427,-0.400000006,-0.464170992,-0.468035936,-0.378749162,-0.126032785,0.9025381207466124,-0.03328827,0.6078053712844849
231,0,-0.482134461,-0.400000006,-0.464362472,-0.460319966,-0.379820645,-0.123885304,0.911439836025238,-0.030178457,1.0534138679504397
232,0,-0.48225835,-0.400000006,-0.464536041,-0.47440213,-0.382135034,-0.123611629,0.9165584444999696,-0.03114143,1.2183566093444824
233,0,-0.48238197,-0.400000006,-0.464715153,-0.47943899,-0.383518726,-0.123584852,0.9191680550575256,-0.031418115,0.6524821519851685
234,0,-0.48250553,-0.400000006,-0.464895844,-0.461120725,-0.381886065,-0.119554818,0.93053537607193,-0.023726225,0.4515339136123657
235,0,-0.482625097,-0.400000006,-0.465032309,-0.453532666,-0.38455534,-0.111298695,0.950478494167328,-0.00694859,0.7766287326812744
236,0,-0.482736409,-0.400000006,-0.465072274,-0.465665072,-0.380667627,-0.112055406,0.9483477473258972,-0.008486778,1.173573017120361
237,0,-0.482848436,-0.400000006,-0.46512109,-0.477915168,-0.383611798,-0.116912052,0.941817343235016,-0.020247191,0.7104312181472778
238,0,-0.48296535,-0.400000006,-0.465237528,-0.462012261,-0.385006338,-0.110171705,0.952674686908722,-0.003902316,0.401483952999115
239,0,-0.483075529,-0.400000006,-0.465259999,-0.452709407,-0.382020205,-0.106336132,0.9658263325691224,0.0025115609169006,0.810541033744812
240,0,-0.483181864,-0.400000006,-0.465245545,-0.466046721,-0.382913977,-0.107516408,0.9663730263710022,-0.001289994,1.0569767951965332
241,0,-0.483289391,-0.400000006,-0.465252966,-0.474389493,-0.382529169,-0.112407997,0.9576607346534728,-0.012286007,1.0903100967407229
242,0,-0.483401805,-0.400000006,-0.465323627,-0.47487998,-0.384391069,-0.114298075,0.9559583067893982,-0.016979992,1.1384363174438477
243,0,-0.483516097,-0.400000006,-0.465421289,-0.476554692,-0.384179533,-0.118458524,0.9502649903297424,-0.026599467,1.1643887758255005
244,0,-0.483634561,-0.400000006,-0.465574265,-0.477607459,-0.383616477,-0.123164669,0.9429710507392884,-0.038059056,0.8954028487205505
245,0,-0.483757704,-0.400000006,-0.465793163,-0.468892336,-0.382863313,-0.126254961,0.936333954334259,-0.045370042,0.8241646885871887
246,0,-0.483883977,-0.400000006,-0.466054112,-0.465630174,-0.385525942,-0.123641059,0.94333416223526,-0.040291548,1.1072264909744265
247,0,-0.484007597,-0.400000006,-0.466285855,-0.475548059,-0.384078443,-0.126002267,0.9410589337348938,-0.046023041,0.973803460597992
248,0,-0.484133601,-0.400000006,-0.466550559,-0.4709104,-0.384649187,-0.126665488,0.9448476433753968,-0.049080849,0.2618726193904876
249,0,-0.484260291,-0.400000006,-0.466832846,-0.447401404,-0.383983076,-0.116071612,0.9693980813026428,-0.027455568,1.0683269500732422
250,0,-0.484376341,-0.400000006,-0.466990769,-0.474309325,-0.383904755,-0.118877843,0.964508593082428,-0.034651011,0.5648903846740723
251,0,-0.484495223,-0.400000006,-0.467190057,-0.455539525,-0.389870495,-0.107003942,0.9905073046684264,-0.009059638,1.031810283660889
252,0,-0.484602243,-0.400000006,-0.467242151,-0.471732825,-0.387982547,-0.105204314,0.9967105984687804,-0.005806848,0.936954140663147
253,0,-0.484707445,-0.400000006,-0.46727556,-0.469054967,-0.386530489,-0.106276855,0.9903035759925842,-0.006310105,0.4297598600387573
254,0,-0.48481372,-0.400000006,-0.467311859,-0.452613771,-0.385134667,-0.102585688,0.9983015656471252,0.0015497803688049,0.4461700320243835
255,0,-0.4849163,-0.400000006,-0.467302948,-0.453610212,-0.38378638,-0.104477748,0.9974125027656556,-0.003941357,0.453643649816513
256,0,-0.485020787,-0.400000006,-0.467325598,-0.452179372,-0.388826221,-0.095801771,1.0,0.014753371477127,0.5905891060829163
257,0,-0.485116571,-0.400000006,-0.467240751,-0.457544178,-0.386426419,-0.093370423,1.0,0.0199756324291229,1.02930748462677
258,0,-0.485209942,-0.400000006,-0.467125863,-0.471309602,-0.389001966,-0.095519081,1.0,0.0153619349002838,0.3645239174365997
259,0,-0.485305458,-0.400000006,-0.467037499,-0.44882372,-0.38998127,-0.088935286,1.0,0.0289408713579177,1.0227909088134766
260,0,-0.485394388,-0.400000006,-0.466871053,-0.471572399,-0.387561917,-0.095522583,1.0,0.0142264664173126,0.353415310382843
261,0,-0.485489935,-0.400000006,-0.466789246,-0.448716551,-0.389191926,-0.092263073,1.0,0.0229943692684173,0.7431004047393799
262,0,-0.485582203,-0.400000006,-0.466656983,-0.461303473,-0.390399665,-0.089795873,1.0,0.0282691121101379,0.4059398174285888
263,0,-0.485671997,-0.400000006,-0.466494381,-0.449733466,-0.391393542,-0.086924195,1.0,0.0338842570781707,0.92021244764328
264,0,-0.485758901,-0.400000006,-0.466299504,-0.467803717,-0.388610065,-0.092242435,1.0,0.023061990737915,0.634749174118042
265,0,-0.485851139,-0.400000006,-0.466166854,-0.457709551,-0.390346229,-0.093564183,1.0,0.0214123129844665,0.8800848126411438
266,0,-0.485944718,-0.400000006,-0.466043711,-0.465210795,-0.392376065,-0.093660086,1.0,0.0196574926376342,0.9712170362472534
267,0,-0.486038387,-0.400000006,-0.465930641,-0.470058352,-0.386946678,-0.101802662,1.0,0.0030282586812973,0.391544371843338
268,0,-0.486140192,-0.400000006,-0.465913236,-0.449245572,-0.391417742,-0.094562858,1.0,0.0169974863529205,1.1062766313552856
269,0,-0.486234754,-0.400000006,-0.465815455,-0.472807974,-0.392203748,-0.097590119,1.0,0.0100278258323669,0.6214767098426819
270,0,-0.486332327,-0.400000006,-0.465757787,-0.456732094,-0.391951382,-0.094871446,1.0,0.0154901891946792,0.6337522864341736
271,0,-0.486427188,-0.400000006,-0.465668708,-0.456349492,-0.394326746,-0.090441957,1.0,0.0237170755863189,0.3425347805023193
272,0,-0.486517638,-0.400000006,-0.465532303,-0.446495384,-0.394767314,-0.082997814,1.0,0.0409270823001861,0.8830919861793518
273,0,-0.486600637,-0.400000006,-0.465296894,-0.464768946,-0.394002348,-0.082501054,1.0,0.0419792681932449,0.2847414016723633
274,0,-0.48668313,-0.400000006,-0.465055466,-0.444915593,-0.393727362,-0.079028919,1.0,0.0502209514379501,0.6183154582977295
275,0,-0.486762166,-0.400000006,-0.464766592,-0.454015374,-0.399785399,-0.06985718,1.0,0.073427528142929,0.3474889397621155
276,0,-0.486832023,-0.400000006,-0.464344293,-0.446809441,-0.394320548,-0.069411948,1.0,0.075149655342102,1.032339572906494
277,0,-0.486901432,-0.400000006,-0.46391207,-0.468939573,-0.396415263,-0.07254371,1.0,0.0686565935611724,0.5350223183631897
278,0,-0.486973971,-0.400000006,-0.463517189,-0.452273518,-0.396681666,-0.072357774,1.0,0.071421593427658,1.1187920570373535
279,0,-0.487046331,-0.400000006,-0.463106394,-0.470759898,-0.399599522,-0.073349237,1.0,0.0725744068622589,0.117140494287014
280,0,-0.487119704,-0.400000006,-0.462688982,-0.437635213,-0.39880842,-0.068947747,1.0,0.0848302096128463,1.0114175081253052
281,0,-0.487188637,-0.400000006,-0.462201089,-0.466883749,-0.400490493,-0.069797099,1.0,0.0869135558605194,0.7889425158500671
282,0,-0.487258434,-0.400000006,-0.461701185,-0.459991246,-0.398920506,-0.074554786,1.0,0.0765886306762695,0.7049336433410645
283,0,-0.487333,-0.400000006,-0.461260676,-0.456141382,-0.402069211,-0.070259824,1.0,0.0902909338474273,-0.018503221
284,0,-0.487403244,-0.400000006,-0.460741371,-0.432425261,-0.40087387,-0.072402149,1.0,0.0942137241363525,1.0254350900650024
285,0,-0.487475663,-0.400000006,-0.460199505,-0.467500955,-0.400040627,-0.075241104,1.0,0.0897727757692337,0.7988130450248718
286,0,-0.487550884,-0.400000006,-0.45968318,-0.459569603,-0.401172489,-0.078663662,1.0,0.0846111327409744,0.2838320434093475
287,0,-0.487629563,-0.400000006,-0.459196538,-0.442144275,-0.401950359,-0.079424396,1.0,0.0902518481016159,1.1044917106628418
288,0,-0.487708986,-0.400000006,-0.458677441,-0.468874753,-0.403824896,-0.081959516,1.0,0.0857363045215606,0.2352584600448608
289,0,-0.487790942,-0.400000006,-0.458184332,-0.440600902,-0.401723117,-0.082581207,1.0,0.0889912247657775,1.0491174459457395
290,0,-0.487873524,-0.400000006,-0.457672477,-0.467055976,-0.403743774,-0.08617872,1.0,0.0829909145832061,1.0060521364212036
291,0,-0.487959713,-0.400000006,-0.457195163,-0.465840727,-0.403083056,-0.090729952,1.0,0.0768652707338333,0.6518309116363525
292,0,-0.488050431,-0.400000006,-0.456753075,-0.454122901,-0.402814388,-0.092218786,1.0,0.0763673335313797,0.2315849065780639
293,0,-0.488142639,-0.400000006,-0.456313848,-0.439924002,-0.403386474,-0.09404783,1.0,0.0775234103202819,1.0115512609481812
294,0,-0.488236696,-0.400000006,-0.455867976,-0.465397269,-0.404963344,-0.09840773,1.0,0.0757405757904052,0.311442494392395
295,0,-0.488335103,-0.400000006,-0.455432326,-0.441391736,-0.40696907,-0.09752281,1.0,0.0941494554281234,-0.030743739
296,0,-0.488432616,-0.400000006,-0.454890847,-0.429959267,-0.407047838,-0.085907832,1.0,0.1176660358905792,0.9018994569778442
297,0,-0.488518536,-0.400000006,-0.454214066,-0.461402804,-0.405981511,-0.088991538,1.0,0.1100283861160278,1.0964469909667969
298,0,-0.488607526,-0.400000006,-0.453581244,-0.468260437,-0.404863358,-0.09636049,1.0,0.0961431264877319,-0.142039105
299,0,-0.488703877,-0.400000006,-0.453028262,-0.426468998,-0.406389117,-0.090586871,1.0,0.1103722602128982,-0.094532833
300,0,-0.488794476,-0.400000006,-0.452393472,-0.428015023,-0.406501651,-0.080461591,1.0,0.1327777057886123,0.5102013945579529
301,0,-0.488874942,-0.400000006,-0.451629788,-0.447911441,-0.40728578,-0.081065431,1.0,0.1335863322019577,-0.249823645
302,0,-0.488956004,-0.400000006,-0.450861454,-0.422091365,-0.408743531,-0.06969364,1.0,0.1575157195329666,1.0481336116790771
303,0,-0.489025682,-0.400000006,-0.449955493,-0.46623069,-0.406121284,-0.078953445,1.0,0.1361092180013656,0.9730509519577026
304,0,-0.489104658,-0.400000006,-0.449172676,-0.462789863,-0.408935487,-0.084153891,1.0,0.1248285174369812,0.996985673904419
305,0,-0.48918879,-0.400000006,-0.448454708,-0.462842494,-0.411171079,-0.090007529,1.0,0.111957162618637,-0.249420747
306,0,-0.489278823,-0.400000006,-0.447810799,-0.420941472,-0.412233502,-0.080139592,1.0,0.1339331567287445,0.0326053202152252
307,0,-0.489358962,-0.400000006,-0.447040468,-0.429480493,-0.414819032,-0.065668002,1.0,0.1503716558218002,-0.088973545
308,0,-0.489424616,-0.400000006,-0.446175605,-0.426628113,-0.411218345,-0.061154727,1.0,0.1514071822166443,-0.014815018
309,0,-0.48948577,-0.400000006,-0.445304781,-0.4277035,-0.415408045,-0.048635099,1.0,0.1590527445077896,0.0139482468366622
310,0,-0.489534408,-0.400000006,-0.444389969,-0.429311752,-0.413459569,-0.04398017,1.0,0.1574197709560394,1.167555570602417
311,0,-0.489578396,-0.400000006,-0.443484575,-0.465257227,-0.420983851,-0.044612247,1.0,0.1444660127162933,1.018280267715454
312,0,-0.48962301,-0.400000006,-0.442653656,-0.460253149,-0.421068609,-0.048514228,1.0,0.1221431493759155,1.1933846473693848
313,0,-0.489671528,-0.400000006,-0.441951156,-0.466232359,-0.420641392,-0.050953638,1.0,0.1023061871528625,0.6508293747901917
314,0,-0.489722461,-0.400000006,-0.441362739,-0.448235869,-0.420375317,-0.054092575,1.0,0.0844524204730987,-0.130140901
315,0,-0.489776552,-0.400000006,-0.44087702,-0.422426969,-0.419705033,-0.043588299,1.0,0.0901063978672027,0.758765459060669
316,0,-0.489820153,-0.400000006,-0.440358758,-0.45013091,-0.425483793,-0.043277759,1.0,0.0858446210622787,-0.605514169
317,0,-0.489863425,-0.400000006,-0.439865023,-0.406165332,-0.420952588,-0.028218862,1.0,0.1010884791612625,-0.620253503
318,0,-0.489891648,-0.400000006,-0.439283609,-0.404368937,-0.424867809,-0.006830513,1.0,0.1256598979234695,-0.517978966
319,0,-0.489898473,-0.400000006,-0.438560873,-0.406985164,-0.427246571,0.0136583410203456,1.0,0.1502142399549484,-0.537538111
320,0,-0.489884824,-0.400000006,-0.437696904,-0.405268699,-0.430440128,0.0379664674401283,1.0,0.1889710128307342,-0.339194
321,0,-0.489846855,-0.400000006,-0.436610043,-0.41262269,-0.428212523,0.0501497536897659,1.0,0.2041355818510055,-0.595652759
322,0,-0.489796698,-0.400000006,-0.435435951,-0.40613842,-0.422019482,0.058256059885025,1.0,0.2080530077219009,-0.457467437
323,0,-0.489738435,-0.400000006,-0.434239328,-0.412228912,-0.417566508,0.0554548539221286,1.0,0.2029756158590316,-0.71663326
324,0,-0.489683002,-0.400000006,-0.433071882,-0.405218989,-0.412679702,0.0510079339146614,1.0,0.1960301399230957,-0.50011301
325,0,-0.489631981,-0.400000006,-0.43194443,-0.413222313,-0.410321712,0.0457711294293403,1.0,0.1865351051092147,-0.666090906
326,0,-0.489586204,-0.400000006,-0.430871546,-0.407742351,-0.41016385,0.0442434027791023,1.0,0.1911088526248932,-0.750002444
327,0,-0.489541978,-0.400000006,-0.429772377,-0.40626359,-0.406209022,0.0345130562782287,1.0,0.1912329792976379,-0.67823261
328,0,-0.489507467,-0.400000006,-0.428672493,-0.408340514,-0.407155216,0.039595142006874,1.0,0.2095423936843872,-0.676658392
329,0,-0.489467859,-0.400000006,-0.427467316,-0.408958107,-0.405459851,0.0366823375225067,1.0,0.2205307185649871,-0.605342388
330,0,-0.489431173,-0.400000006,-0.42619893,-0.413274944,-0.399640918,0.0331086590886116,1.0,0.2224290370941162,-0.811785221
331,0,-0.489398062,-0.400000006,-0.424919605,-0.406309694,-0.39989239,0.0327772349119186,1.0,0.2325016856193542,-0.658039629
332,0,-0.48936528,-0.400000006,-0.423582375,-0.41145733,-0.399824023,0.0333023406565189,1.0,0.2433562874794006,-0.763773322
333,0,-0.48933199,-0.400000006,-0.422182709,-0.409010559,-0.396591008,0.0336564779281616,1.0,0.2465322017669677,-0.809659302
334,0,-0.489298344,-0.400000006,-0.420764774,-0.408089846,-0.394764513,0.0327741727232933,1.0,0.2554023861885071,-0.850031614
335,0,-0.489265561,-0.400000006,-0.419295818,-0.407487094,-0.392535537,0.0335740037262439,1.0,0.2588927745819092,-0.930403471
336,0,-0.489231974,-0.400000006,-0.417806774,-0.407430828,-0.384667128,0.0332150235772132,1.0,0.257334440946579,-0.716880441
337,0,-0.489198774,-0.400000006,-0.416326702,-0.414664418,-0.38431868,0.0340728312730789,1.0,0.2590751647949219,-0.914577723
338,0,-0.48916471,-0.400000006,-0.414836645,-0.408611804,-0.382706821,0.0359110571444034,1.0,0.2659988701343536,-0.849715292
339,0,-0.489128798,-0.400000006,-0.413306743,-0.410104901,-0.384713799,0.0411177910864353,1.0,0.2775693237781524,-0.914494574
340,0,-0.489087671,-0.400000006,-0.411710292,-0.409097433,-0.381258249,0.0446063019335269,1.0,0.2782164812088012,-0.773569286
341,0,-0.489043057,-0.400000006,-0.410110116,-0.413116485,-0.383293599,0.0488534457981586,1.0,0.2791483104228973,-0.843808472
342,0,-0.488994211,-0.400000006,-0.408504575,-0.410312146,-0.384682715,0.054862342774868,1.0,0.2794075608253479,-0.833060384
343,0,-0.488939345,-0.400000006,-0.406897545,-0.410750657,-0.384441972,0.0619702488183975,1.0,0.2786824405193329,-0.744641602
344,0,-0.488877386,-0.400000006,-0.405294716,-0.414562702,-0.381847709,0.0709210187196731,1.0,0.2755914628505707,-0.736906588
345,0,-0.488806456,-0.400000006,-0.40370962,-0.414792717,-0.381931216,0.0792171955108642,1.0,0.2729266285896301,-0.715445459
346,0,-0.488727242,-0.400000006,-0.402139872,-0.415127575,-0.383072734,0.0898579806089401,1.0,0.270045131444931,-0.65395391
347,0,-0.488637388,-0.400000006,-0.400586724,-0.41744265,-0.382276714,0.1002530977129936,1.0,0.2596888542175293,-0.739562213
348,0,-0.488537133,-0.400000006,-0.400000006,-0.414648294,-0.382098883,0.1085175573825836,1.0,0.234089583158493,-0.73882395
349,0,-0.488428622,-0.400000006,-0.400000006,-0.414172053,-0.383601427,0.1173374354839325,1.0,0.2067360579967498,-0.659837961
350,0,-0.488311261,-0.400000006,-0.400000006,-0.417124331,-0.382643163,0.1254643648862838,1.0,0.1816440820693969,-0.649067223
